M[M_sun], R[km], Lambda[1], P_c[MeV/fm^3], rho_c[fm^-3]
0.23841724892012095 16.20908015294055 2780876.1263280716 3.453507347168396 0.169602847481901
0.24840887467242356 15.866457475124282 2282452.844574531 3.6354623301890547 0.1719773691829952
0.2586849950602422 15.563186627305713 1882013.1020066903 3.824588846240031 0.17437274161249144
0.26924222724342617 15.294038113999736 1558684.0462442 4.0199798084400085 0.17676297930945387
0.2800910975995297 15.054340343597287 1295940.5369188134 4.221984897858959 0.17914057135842343
0.29121365297026086 14.84030435000516 1081675.1067929505 4.431962949265373 0.18154197671567557
0.3026279038443594 14.649070062045181 906094.7951488625 4.6502612287754435 0.1839710767874525
0.3143235704709391 14.477668558652365 761532.190259949 4.877238178606741 0.18642935600290902
0.32629995735192424 14.323847065455878 642071.5746297587 5.1101941067595344 0.1888568658538163
0.33856223921841316 14.18558266478517 542932.5147745216 5.352370250226055 0.19130677145039693
0.3511041434128493 14.061376949704783 460428.7581688927 5.604236870625763 0.1937866167172367
0.36393367519852315 13.94958792953808 391523.61470266484 5.866205921231879 0.19630206231642447
0.37704644824723604 13.848860864606912 333744.1078348753 6.135113932267654 0.19879219723744493
0.39044084614501695 13.758184580018762 285182.8211929991 6.414493132843771 0.20131343254652734
0.40411786784103143 13.67656244967649 244273.94473473032 6.705102168135472 0.20386937727287213
0.41808148637143133 13.603112096682292 209680.39214012213 7.006959164008004 0.20645010960502647
0.43233093097712777 13.537094519877373 180378.10378869175 7.316838527396046 0.20900864127983096
0.4468574514236257 13.477688738107696 155469.19636428033 7.639250913656772 0.2116116506357874
0.4616719685540529 13.42440669053939 134262.722800263 7.974729801964012 0.21425921487934954
0.4767689118490754 13.376696680498801 116162.86548452852 8.32123859780747 0.21691217438791727
0.49214657541762336 13.334022667353695 100680.22741839 8.678933368953034 0.21956411780409577
0.5078036374684114 13.295884149008987 87416.11896999147 9.051217559132834 0.22226408948131313
0.5237450912048534 13.262012418225169 76019.0819080324 9.438695025534019 0.22501504015951027
0.5399638084892072 13.23193180187712 66214.91273753981 9.835816935792213 0.22773823418151823
0.556457376129297 13.205351961898659 57765.17047668281 10.249011919626852 0.23050988925155524
0.5732243262623475 13.182082762889307 50467.73514173372 10.679117817596302 0.23333221779527488
0.5902781523206657 13.161651375079996 44151.874910961444 11.122976097935393 0.2361562349323202
0.6075974730130284 13.143946424105392 38681.28402897857 11.58175138503224 0.2390000415152059
0.6251836551489721 13.128653294126872 33935.707869075006 12.059354136161213 0.24190318316124998
0.6430419937164836 13.115634991205441 29809.03281943108 12.55524113218144 0.2448517507773071
0.6611635441659345 13.104637735738452 26219.138402301167 13.064820945663037 0.2477821251602708
0.6795470157623039 13.095404254633435 23087.332530216354 13.595339636149408 0.2507711369347196
0.6981794628694422 13.08789110947348 20354.77900682104 14.147701424687991 0.2538203921098958
0.7170864608017736 13.082013385986926 17966.135853567812 14.715596140875885 0.25686284106004853
0.7362360540318047 13.077504318590279 15875.765514052195 15.305211511654525 0.25995663266026603
0.7556259004545431 13.07423628824363 14044.063240623209 15.919057980251454 0.2631164912185753
0.7752568453016655 13.07209643632738 12437.808912769187 16.553847430707936 0.2662977597487764
0.7951262472087758 13.070946896635506 11026.11985915831 17.209439778422254 0.269496206043966
0.8152352433772797 13.07080705389729 9785.132195211887 17.89205097922355 0.2727664011435126
0.8355607725095556 13.071315427325608 8692.193375185985 18.601937023387272 0.27610333961775246
0.8561041211725958 13.072584878527811 7680.911394074026 19.331420899383758 0.2794336895188039
0.8768720550626405 13.074432816899336 6878.877554856861 20.090903397215346 0.2828350504600862
0.8978305040686146 13.076797147207474 6128.158295775055 20.881634005599476 0.2863088442308594
0.9189996553509084 13.079672700007489 5464.653279144007 21.697737444049647 0.2898008249860275
0.9403466021936635 13.082744929341173 4877.2979033359225 22.54343104202931 0.2933438678734259
0.9618844414593044 13.08618833861605 4356.790289784391 23.42389070876569 0.2969702326888039
0.983587977543327 13.089811209289815 3895.5625617373653 24.33900299504515 0.3006698651815323
1.0054857616509343 13.093728352263385 3467.3018253928644 25.281449141324806 0.30436886211712183
1.0275162537417093 13.097586630939649 3122.3552726013572 26.262684782540827 0.3081540582627267
1.0496911989942623 13.101395856946892 2798.8374512598284 27.2842042069594 0.3120274331751572
1.0720032191123468 13.105229954381707 2511.1395973979775 28.341642561201063 0.3159516182250314
1.0944452442220207 13.108935116189265 2254.7508030087083 29.436381002396104 0.31992912519044164
1.1170080476779078 13.112529242831767 2026.230492852496 30.576062243472443 0.3239959727446171
1.1396594207706403 13.11575072678225 1822.2609895471905 31.76253398772879 0.32815228582525746
1.1623963791048835 13.118768688586886 1640.190497241837 32.989358758611736 0.33235440536497435
1.185228926197888 13.121487246335107 1477.5198070658148 34.262632820880334 0.3366351940046039
1.2081104492331032 13.123806891710402 1332.0618697863574 35.588300653714654 0.341021496554606
1.2310585591908527 13.125735096220682 1201.7859322821464 36.96837929023146 0.34551267985236905
1.2540305200844248 13.127174230012553 1085.1837752241552 38.398181728410414 0.3500588980941894
1.2770440436523407 13.12814283385511 980.5883115063691 39.88181036320424 0.35468928918905346
1.300050058433601 13.128483484092069 886.7539030210802 41.426764613047595 0.3594366117634825
1.3230607351912431 13.12833690294723 802.6063725575247 43.03549597670198 0.3643030597861994
1.3460603983306925 13.127517270515588 726.8690048176068 44.71013492942439 0.36928835528198534
1.3690255386301118 13.126118526515711 658.8885550530788 46.44308650996966 0.37432587500675996
1.3919120720919427 13.12374306248321 597.6551290713161 48.24829865495686 0.37949508386296926
1.4147334721583422 13.120744893092775 542.5859252739316 50.12879052451823 0.38479936062526676
1.4375057056771292 13.11714590701151 492.9485482196832 52.087745159605504 0.3902415803120787
1.4601332344863849 13.112460401377046 448.1830461082975 54.12853922497215 0.3958236062103535
1.4826585372260728 13.107002934943331 407.7884664106983 56.24814184234302 0.40150690592718635
1.5050311486644028 13.100582010501068 371.3078062528592 58.45427049476463 0.4073306211307314
1.5272676155426992 13.09338197641964 338.3774905544242 60.75404920009747 0.4133146718279981
1.5493194888889443 13.085177644703043 308.58693336758313 63.15171730174156 0.41946226831040095
1.5711850893692003 13.075950847903375 281.6404658448219 65.65177943738018 0.42577438903582543
1.5928396405841758 13.065765371014527 257.2546376918432 68.25908357972145 0.4322558243833938
1.6142641993255444 13.05458330211063 235.16499811756373 70.97866592077327 0.43892189928736774
1.6354251081138305 13.04212117645083 215.11003157115886 73.81594917195366 0.44577991254901395
1.6563136586675198 13.028681298599222 196.94864731999505 76.77180327545007 0.4528117096218354
1.676915855033954 13.01408818690462 180.46318647045834 79.85761107288187 0.4600429456290244
1.6972126842341555 12.998284981130688 165.4756057865939 83.08038900525784 0.4674945267844886
1.7171742503124736 12.981420828475503 151.8730166693356 86.44717754318397 0.4751773133282635
1.736817658297576 12.96332124432169 139.48241688164165 89.96547496002322 0.483096326873352
1.7560622218506052 12.943925179207989 128.21487059975925 93.64331014538055 0.4912590297152847
1.7749280978090922 12.923349896948034 117.95744622901432 97.48931011922166 0.4996840061647911
1.793385794564391 12.901495485457497 108.6088899981396 101.51267992533218 0.508387540336136
1.8114013769204242 12.878270357324961 100.08347404933888 105.72326837896101 0.5173771553693642
1.8289707548566605 12.853704903768435 92.30609489305614 110.131652361212 0.5266651707002221
1.8460542985255772 12.827726126739595 85.20238662680651 114.74919887722109 0.5362748526674636
