M[M_sun], R[km], Lambda[1], P_c[MeV/fm^3], rho_c[fm^-3]
0.24162668629717493 15.618656898711224 2160425.4255784233 3.5677272577965504 0.1711233750220791
0.25364548787123326 15.277256094224715 1723055.9745191808 3.7848527371884786 0.17388858601736892
0.2660430300690554 14.98119782880735 1382949.4499538718 4.011471135159812 0.1766675028094511
0.27882067752761663 14.72340295160959 1116342.7681784225 4.247837514290142 0.17945878193015385
0.2919774595433702 14.4982982383768 905805.2367618185 4.494577516137504 0.18226899793375953
0.3055146660414648 14.301113426552844 738520.9420193519 4.75184846618202 0.18509389076239077
0.31943349228929024 14.1280067517821 604995.8901118423 5.020329899555991 0.18794001868357693
0.333733806114865 13.975805532740003 497575.9596259169 5.300249609181429 0.19080407769921212
0.34841773298431766 13.841886404222507 410919.178658121 5.592331998487025 0.1936922789333006
0.36348380430921323 13.723823845263185 340593.2406025811 5.8967497004224105 0.19659978406319817
0.37893890680638154 13.619870718483195 283237.10322941415 6.214364662242178 0.1995342286514414
0.39477336159591164 13.528364036841493 236347.9965717266 6.54542972580975 0.20249170934646515
0.41100222579982065 13.44773936897276 197802.9930434248 6.8906565346540125 0.20547609311877224
0.42761347089671414 13.376934623997435 166028.43470080916 7.250746301068934 0.2084903806580028
0.4446113918763907 13.314814650817262 139760.6118576754 7.625951578312325 0.2115300152613845
0.46199360361395725 13.260479983076886 117935.6708301627 8.017234306864427 0.2146013577957683
0.4797639030123848 13.213060481130071 99772.22123348995 8.425293899034816 0.21770596121475805
0.4979245490343916 13.171894131661459 84607.47619525257 8.850562677547627 0.2208411687016691
0.5164676847515699 13.136312563333412 71912.50769873803 9.293931161285899 0.22401062989658282
0.5353878383371259 13.10577780026321 61249.70047584272 9.75627660946808 0.22721714877912288
0.5546992459558457 13.079758144136894 52281.24352122082 10.238402165776376 0.23046198810457555
0.5743852696629577 13.057783596109982 44709.49534258813 10.740787324651995 0.23374195117727223
0.5944466954869854 13.039485335374957 38308.36404929356 11.26468111935979 0.23706327226133025
0.6148875002048462 13.02445998859566 32886.24580599029 11.811016875781718 0.24042750521511105
0.6356951111893098 13.012399818565807 28277.04284953105 12.380774214646806 0.24383628409370306
0.6568697462062081 13.002988073126899 24358.181306414142 12.974625379299676 0.24728736781362196
0.6784055885869483 12.99595703380261 21016.386256288857 13.593931068417294 0.2507859183550899
0.7002991143075551 12.991050070442334 18163.335237051233 14.239873717653087 0.25433439136380515
0.722537273439375 12.988004015184114 15720.937176823254 14.91364381817484 0.25793477299585255
0.7451294977554869 12.986638227658053 13626.316601307617 15.616247837486226 0.2615867235845806
0.7680546597539133 12.986762059935765 11829.271728653814 16.3489990224523 0.2652926045486824
0.7913044185961126 12.988152706667684 10283.495132666718 17.113492101481697 0.26905688147162543
0.814882473344453 12.990673583876452 8950.761980995265 17.91118317850539 0.27288198901635585
0.8387690700039749 12.994151470080915 7802.515483804338 18.743404703446092 0.27676870945029997
0.8629555462504761 12.998430318954753 6809.917325964201 19.61156791302959 0.2807181158491131
0.8874403742343716 13.003390245750973 5951.451533677796 20.517728196159716 0.28473628229302816
0.9122051004310777 13.008860811694483 5207.747839299572 21.463681080790895 0.2888262249113669
0.9372257967092184 13.01477563921459 4562.4872083244245 22.45086874076021 0.29298752292955016
0.9625145724628104 13.020977327327511 4001.7716484874973 23.481402142652602 0.2972246564213708
0.9880398170320832 13.027361849619302 3514.107924084928 24.557664666131796 0.3015433968275496
1.0137874399155817 13.03382130693551 3090.0005710885794 25.681548773379625 0.3059449996664683
1.0397546428427091 13.040281646144264 2719.4667393659647 26.85511770994783 0.31043147377872166
1.0659097431894065 13.046616821290652 2396.5609517462826 28.081421912422655 0.3150111928673256
1.0922479460003316 13.052734046698218 2114.2060282605576 29.3624567562586 0.31968418574574714
1.1187501787047656 13.058570053406191 1866.9772356629367 30.7011003851107 0.32445596896807977
1.1453860973943364 13.064033388168376 1650.699973431519 32.10062909647987 0.3293337595051143
1.1721528291320227 13.069032634651448 1461.0059369302626 33.56311763687165 0.334316117327245
1.199012922149892 13.073487515112232 1294.3925586141854 35.09304804287358 0.33941619460516365
1.2259634008281979 13.077353449863459 1148.1221006480894 36.69236743017358 0.3446302811996157
1.2529631083729804 13.08051460699006 1019.38294774184 38.36620393983201 0.3499732787526529
1.2800095992173426 13.082946571356652 905.9750039722867 40.116884951826464 0.3554422562446822
1.3070629412251367 13.084551186332135 806.0975057151483 41.9497207685927 0.36105082574263664
1.3340973080334473 13.085241392351413 717.9616259620357 43.86836914636127 0.3668018858361784
1.3611071483914574 13.085027785500426 640.0625855096586 45.87734771343 0.37270222954712257
