M[M_sun], R[km], Lambda[1], P_c[MeV/fm^3], rho_c[fm^-3]
0.24162668629717493 15.618656898711224 2160425.4255784233 3.5677272577965504 0.1711233750220791
0.2536397956823878 15.277394129728611 1723196.5846884158 3.7847606086765078 0.17388743767991147
0.26603287352043004 14.98140724397009 1383175.8295099635 4.011277463365102 0.1766651624001093
0.27883507276577413 14.723108840523235 1112536.7239028297 4.247535747740123 0.17945528189292612
0.29195527365232565 14.498627169724074 906111.5883794697 4.494159737020265 0.18226434586632762
0.30548595339027346 14.301492443499827 738873.3937865092 4.7513004898638735 0.18508797157232626
0.3193982765046225 14.128410081233525 605260.9511607764 5.019647690329583 0.18793294049954437
0.3336927816262863 13.976181342128433 497860.9856069149 5.299415207437734 0.19079567665817598
0.3483680422208035 13.842261069844485 411160.07810068247 5.591343321782069 0.19368271321420455
0.3634256626444256 13.724271012425525 340813.3499183584 5.895584538086247 0.19658884061196227
0.3788728670865318 13.620315168948816 283443.32636755 6.213008915457377 0.1995218658731894
0.3946999651430538 13.52873807386299 236534.51820167445 6.5438848030347 0.2024781624608164
0.4109201028385151 13.448117716301672 197984.43260253084 6.888892613054815 0.2054610708222325
0.4275211092556925 13.377331288881857 166196.51299203234 7.248746829832275 0.2084738395448825
0.44451138231219883 13.315144894857234 139892.18175069182 7.62372208454668 0.2115122670574502
0.4618859177356829 13.26078011355215 118056.8446165589 8.014735905312328 0.21458203063989192
0.47964423559775105 13.213358917735652 99887.27549185256 8.422507109504892 0.21768500845335334
0.49779453532713686 13.172169451132918 84707.01252585978 8.847497776000406 0.22081897750493554
0.5163258958906658 13.136568420702273 71995.43391642185 9.290538551313483 0.22398674571087246
0.5352360320277586 13.106001427864568 61327.718642000174 9.75253329067656 0.22719152003722204
0.5545371215433819 13.079955799553794 52347.640704118225 10.234290657368287 0.23043464993664964
0.5742094035967812 13.05795231760552 44768.99097551655 10.736311687309593 0.23371321619915505
0.5942625612016389 13.039640593377735 38361.79776965803 11.259780967793525 0.2370326560256696
0.614689782899165 13.024604938448444 32934.294183766135 11.805663265325997 0.24039494633123845
0.6354836766933287 13.012497771017001 28322.590214500437 12.374936394983388 0.2438017179302924
0.6566476123574835 13.003073728383075 24395.74246518626 12.968330158416073 0.2472513869125281
0.6781716749016117 12.996031884063704 21049.898416535216 13.587089059555815 0.25074782388283307
0.7000505229118691 12.991081583734177 18191.969289453427 14.23244823908397 0.2542941077801671
0.7222756693575723 12.988015829919105 15746.391284945557 14.905595831464865 0.25789222025640535
0.7448538957971987 12.986652156491354 13649.714077434446 15.607614314359704 0.26154259474120006
0.7677656936061403 12.986756489802797 11849.441789069182 16.33966305663984 0.2652460671006484
0.7910023130007806 12.988124755948613 10301.208338791934 17.10340684294353 0.2690078402745094
0.8145669560769946 12.990642854303612 8967.8564460924 17.900298671319838 0.27283034280803997
0.8384399246016038 12.994094951250306 7767.158263846764 18.73176922259832 0.27671525043616396
0.8626117276763341 12.99835930494073 6823.160969323067 19.599030182697092 0.2806618669602439
0.8870771744134143 13.003295190652912 5963.1530700066005 20.504227879541904 0.2846771218123517
0.911827847351507 13.008794563832089 5187.15042637354 21.449153709660795 0.28876402291512543
0.936838263971523 13.014677659530335 4571.38294826985 22.435374827272692 0.29292317003381957
0.9621078140339063 13.020870551377756 4010.148774298604 23.464747268507118 0.2971570160288207
0.9876222900647857 13.027265397397723 3521.4500479158855 24.539770447919697 0.3014723115933772
1.0133602997506117 13.033726847988726 3096.5206554140345 25.662484472403044 0.3058714268574226
1.0393098075889062 13.040175539775799 2725.405434643826 26.834650286030392 0.3103541515367213
1.065454882990838 13.04651104767677 2401.6874795461367 28.059455570414876 0.3149299298165413
1.091774365500991 13.052627438957797 2118.7870375288326 29.339069342578178 0.31960000541644284
