M[M_sun], R[km], Lambda[1], P_c[MeV/fm^3] 
0.30524509162190194 8.220380148807509 90241.98976637486 7.568303719208761
0.3116206252920425 8.254220673688849 83357.03078835667 7.820504669451807
0.3182125868740774 8.288279288915609 76894.764003711 8.081927077910056
0.3250207464110227 8.322545293807634 70843.35257846133 8.35291295745224
0.33205284434733445 8.357070068465616 65189.9321367811 8.633818740016487
0.3393046439750823 8.391766732745598 59922.47153653268 8.925015952251002
0.3467861521565625 8.426717480288746 55022.03005750297 9.226891932334967
0.35449330766675713 8.461850031343214 50475.40759188169 9.539850590888133
0.36243198051531067 8.497171958384643 46261.87060679422 9.864313219033473
0.3706067096793401 8.53270568442348 42365.78774500782 10.200655560185735
0.37901442984425116 8.568388677894387 38767.947012047036 10.549273775672745
0.38766273176082044 8.604232844417709 35449.9978575903 10.910742164276419
0.3965512461658816 8.640222523232152 32395.659453677396 11.285558675489602
0.4056853090236289 8.676360618367402 29584.90693146252 11.673993931753294
0.4150638992132655 8.712583969111453 27003.554958034787 12.076784083377785
0.4246934573488429 8.748958020151685 24635.454722952833 12.49441243022991
0.43457485094283177 8.785431799446158 22463.718533734736 12.927309740357337
0.4447103674789699 8.821976067282653 20474.618475631338 13.376268620360397
0.4551032122609065 8.858597592631927 18653.918946818427 13.841591695613161
0.4657540890472386 8.895258021381569 16989.290554318686 14.324200018810245
0.4766663508005809 8.93196967739749 15467.745618348821 14.824471847726107
0.4878434409745042 8.968713305966288 14078.45641975931 15.343248656321611
0.49928547023599695 9.005467385832269 12810.493590943428 15.881218488488257
0.5109951899048694 9.04219978222216 11653.878657097672 16.43890421820051
0.5229749314832356 9.078939315026476 10599.41013497643 17.017284732701558
0.5352254885016748 9.115631305325628 9638.580385679648 17.617112514548577
0.5477492442117124 9.152282035608428 8763.321705816532 18.238990129065073
0.5605470481353418 9.188849270128081 7966.353252917793 18.88390328294014
0.5736196178712694 9.225350239144046 7241.052451163138 19.55274744357268
0.5869694843252288 9.261756945157142 6581.1152528339935 20.24641474457625
0.6005967884811769 9.298025226325334 5980.859959010831 20.965836543182604
0.6145013866836961 9.334195019137512 5435.076335186032 21.71198558694886
0.6286840489047425 9.370196931246426 4938.8434700031385 22.485878324088137
0.6431451935994353 9.406039145736125 4487.726030303119 23.28857736586251
0.6578846663712812 9.441698126166841 4077.839186405897 24.121194110233613
0.6729021915277134 9.47715282627655 3705.306693044552 24.984891536644984
0.6881974531753671 9.512387737893679 3366.9448208627196 25.880887182655005
0.7037686377435624 9.547394277511192 3059.571777172536 26.810456314039996
0.7196149928570283 9.58215035369759 2780.3963166010776 27.77493363997169
0.7357358413994802 9.616615255385963 2526.7718478607176 28.77537745483667
0.7521278934854527 9.650817384800947 2296.5573024335663 29.813533300812615
0.7687894276887214 9.684700343246144 2087.4445654038213 30.890938800323497
0.7857190810873567 9.718242615101998 1897.5608890625494 32.00870917797118
