M[M_sun], R[km], Lambda[1], P_c[MeV/fm^3] 
0.30524509162190194 8.220380148807509 90241.98976637486 7.568303719208761
0.31162024137437333 8.25421899607345 83357.45014595022 7.82048763097461
0.31821136494778635 8.288273834475191 76895.99613453323 8.081891747474694
0.3250194942372749 8.32253804494591 70844.67534993058 8.352858000567341
0.33205125099072397 8.357067569346905 65191.35061287298 8.633742736290104
0.33930372877152487 8.391775636530758 59922.643746100905 8.924917390184294
0.3467830430032985 8.426703913597226 55023.96611976816 9.226769203777959
0.3544899369080207 8.461835103736298 50477.46371561169 9.53970198513325
0.362427148368749 8.497142490191052 46264.00926175057 9.864136916521451
0.37060087759740373 8.53268329055059 42367.217376405024 10.200450989201268
0.3790088200575139 8.568365931545342 38770.24911668509 10.549037720312127
0.38765578643667675 8.60420981846936 35452.75482762939 10.910472450050346
0.39654330351742895 8.64017773210772 32397.966213464544 11.285252990371275
0.4056764515428534 8.676330081161602 29587.86238430141 11.673652046851446
0.4150542438081238 8.71254692604272 27006.354128612857 12.076401417239826
0.42468358383621463 8.74891736267548 24637.69664110222 12.493988941391462
0.43456416484956695 8.785392649153456 22465.733929653612 12.926840066064592
0.4446986250108561 8.821934520724115 20476.949643227163 13.375752924475213
0.4550904232088226 8.858552080361394 18656.26001589687 13.841023742662795
0.46574037829790316 8.895203599296067 16991.203775578586 14.323580197980387
0.47665161382243754 8.931915823460537 15469.693235554696 14.823792947221186
0.48782785420867153 8.968675929962316 14080.437110690113 15.342511312880669
0.4992688404330613 9.005412026956328 12812.253012623523 15.880414396593102
0.510977363060129 9.04215078629993 11655.488654053373 16.43803428676599
0.5229557575451614 9.078878974106997 10601.004109974921 17.01634510351814
0.5352050196212905 9.115575311567909 9640.077591472877 17.616099101988322
0.5477275048304435 9.152214335573513 8764.769594004822 18.237892153406356
0.5605232751648734 9.188786545358086 7967.790287539144 18.88272219603708
0.573594756416467 9.225276173314423 7242.300775156268 19.551478370053452
0.5869435694058854 9.26168634662888 6582.422602157066 20.24505251922079
0.6005687221290729 9.29796408633703 5982.038230442809 20.964375692894528
0.6144721392773567 9.334108591669192 5436.11335824864 21.71042031150811
0.6286535058942702 9.370117084873655 4939.791638629832 22.484202475597897
0.6431129093925061 9.405953138199445 4488.641267912809 23.286784426795933
0.6578513220466179 9.44161357659557 4078.717414759077 24.11927716997827
0.6728669684019216 9.477063395932634 3706.0888786213627 24.98284326643521
0.6881602361118077 9.51230580132184 3367.745720699534 25.878699808772645
0.70372997093405 9.547309409682615 3060.2949152669053 26.808121589154116
0.719575765662196 9.582051088003052 2781.0378875637743 27.772444473490296
0.7356937029554789 9.61653071938841 2527.4577068496446 28.772735161905537
0.7520841381124646 9.650719662670731 2297.1307295914467 29.81071656883368
0.7687441812790712 9.684595301804954 2087.955163665476 30.887937204115804
0.7856713732820431 9.718151782945505 1898.06288884522 32.00552789429509
0.8028629408200527 9.751362560590973 1725.5992620444842 33.16552936238622
0.8203166749080161 9.78419514510177 1568.9617095715253 34.36931870442858
0.8380264037447216 9.816663927650099 1426.8135165529714 35.61889947923691
0.8559906864342842 9.848725579917728 1297.6548226439118 36.915760742154056
0.8742048060692647 9.880354086557002 1180.3750019309061 38.262187214957876
0.8926627579843083 9.911553708651786 1073.8765285606817 39.65990925054891
0.9113623144345868 9.942279986886042 977.1694396588574 41.11097436349017
0.9302898549940594 9.972536772572006 889.320581956795 42.617720908328806
0.9494520186014658 10.002287475145387 809.5222628138619 44.182371870124136
0.9688305800240452 10.031523708416254 737.0255683781804 45.80726252323196
0.9884281157357016 10.060238283902375 671.173702230878 47.49484732101946
1.0082352648662776 10.088384385934791 611.3166233538993 49.24770724435641
1.0282474919473024 10.115987788295318 556.9375990356544 51.068557643940196
1.0484474641039332 10.142971047770194 507.49540119722104 52.960256614511614
1.0688312063386842 10.169348055938602 462.56580275664464 54.925813942429535
1.0893902877078798 10.195094976081661 421.722300657512 56.9682703247749
1.11011664025367 10.220183514173769 384.57680921475674 59.09063391575167
1.1309978383948465 10.244610750164519 350.80163091809754 61.296765555883326
1.1520267342670654 10.268350670919068 320.07986851476204 63.58976016496154
1.173191527588863 10.29138354842528 292.12852925743516 65.97379151613715
1.194482884103665 10.313695598790442 266.6900891334806 68.45221827274906
1.2158884163952612 10.335268644300193 243.5439509750431 71.02961939938974
1.2373945437233458 10.356087115976626 222.46999984123173 73.7101753133589
1.2589923665358407 10.376126400395284 203.2837103176441 76.4981846154366
1.2806694804376182 10.395378100834689 185.8126981885804 79.39842846797507
1.30241191712147 10.413820657306958 169.89544755641123 82.41596175386867
1.3242060570067018 10.431437292814662 155.39555041063159 85.55598375161996
1.3460395020559819 10.44821888489605 142.17889925219419 88.82367346497331
1.3679003304468025 10.46414475066047 130.1339878047741 92.22502785004767
1.3897729171124036 10.479205162720296 119.14976347304426 95.76620405118074
1.4116417093498512 10.49337753390034 109.13131285766175 99.45318514494316
1.433494377863793 10.506651259530946 99.99200982729718 103.29289861899504
1.4553163312815711 10.519010708487459 91.65255055290478 107.29207164279786
1.477089564937099 10.530441334900722 84.03919067768851 111.45841377806806
1.4988003518500665 10.54092837784571 77.08976309183218 115.79952840861085
1.5204339283110182 10.550463773727323 70.74237885162715 120.32341906986682
1.5419767578867456 10.559033908166851 64.94305518181008 125.03881895903153
1.563409234887942 10.566629197853258 59.64342777122873 129.95462917453403
1.584717077357171 10.573237334881053 54.79900790777264 135.08055138061638
1.6058864676465556 10.578846103421919 50.369306024427544 140.42682964864233
1.626898752287021 10.583446198995876 46.31749028029242 146.00381968766845
1.6477394864748507 10.587030205257426 42.610074143201935 151.82291464175938
1.6683911314562174 10.589586302687508 39.2166602143835 157.8956651741486
1.688837812965599 10.59110986830392 36.109687759330015 164.23490462042858
1.7090657871665835 10.591586594268305 33.26405588545184 170.8537299100137
1.7290570108135808 10.591016510989014 30.656779187992 177.76609260453745
1.74879088887768 10.58937307333647 28.267257441705038 184.9868614665329
1.768262303024636 10.58668207057589 26.07655755825455 192.53165230767166
1.7874496276396323 10.582926096929564 24.066905040007804 200.41672762564644
1.8063368839698346 10.578092362854004 22.22317740282913 208.66005351513817
1.8249086321829344 10.572185793377255 20.531265108564764 217.28013325300472
1.843163473096256 10.56522676406492 18.97736625694093 226.29648443017584
1.8610630764966487 10.557155158123098 17.550144739301036 235.7299716193151
1.8786045573510113 10.548000456392067 16.238700392218323 245.6029094048187
1.8957718053299524 10.537755446356126 15.033446995044123 255.93917457681073
1.9125448811183494 10.5264067286647 13.925305235927585 266.7630308174452
1.9289246709098318 10.51399083985154 12.905612046853658 278.10173788206833
1.9448877692119095 10.50048424895942 11.96729791471116 289.9833565539699
1.9604298014547736 10.485909219077698 11.103523330852854 302.4379837236708
1.975519829975358 10.470216892276332 10.308135927487182 315.49791460995993
1.9901689646037568 10.453477172145904 9.57498263918083 329.1966195625341
2.003513743006081 10.43554902621853 8.927124886188812 343.8749853538774
2.013741727051962 10.414826951475458 8.398438682425047 360.1898509607844
2.0205256620801015 10.389937280109962 7.970396826945872 378.37940596526875
2.0238429053495666 10.360326519448114 7.627082882331004 398.71186223897746
