M[M_sun], R[km], Lambda[1], P_c[MeV/fm^3] 
0.30524509162190194 8.220380148807509 90241.98976637486 7.568303719208761
0.3116210576451825 8.2542130313769 83357.38604318364 7.820523251422
0.3182134437499282 8.288285643137865 76894.45863984223 8.081965609035345
0.32502222904990075 8.322552761467309 70842.75377419876 8.35297289328441
0.3320545218453255 8.357073281056467 65188.248709437175 8.633901629809108
0.3393086823814611 8.391803049649084 59919.247912239116 8.925123444639139
0.346789549969811 8.426732528363733 55019.94494639278 9.22702578138373
0.3544983609597882 8.461877724622536 50471.63991546674 9.540012662536222
0.3624375295682509 8.497205943368865 46259.997726846705 9.864505497959875
0.3706120364778871 8.532729388136804 42363.09133445929 10.200878670136294
0.3790208172272387 8.568417998288822 38765.43664786323 10.54953122428318
0.3876694944194608 8.604258677126587 35447.41387916467 10.91103632340377
0.3965588027616024 8.64025611240926 32392.82268945847 11.28589206702659
0.405693170885991 8.67639505645091 29582.999961842437 11.674366805598499
0.4150730671527035 8.712627124010654 27001.653069609696 12.077201436674178
0.4247042095590232 8.749001910594275 24633.007321008976 12.494874308479849
0.43458627552532886 8.785471305998001 22460.96267441004 12.927821992950763
0.4447236079923324 8.822015521258507 20472.01044758098 13.37683106887755
0.45511684970202143 8.858636601274693 18651.51925038808 13.842211141425748
0.4657689680965824 8.895314999424263 16987.019830619047 14.324876037761443
0.4766821019648997 8.93202228048434 15465.618230904936 14.825212306200171
0.48786029758733546 8.968761070765904 14076.495835480937 15.344052860174765
0.4993042105299694 9.005526977257304 12808.503732965255 15.882095497200904
0.5110149910202837 9.042266149726926 11652.105916578017 16.439853040781305
0.5229959589346312 9.078990990105419 10597.60464665429 17.018309577858833
0.5352474634945343 9.115689103634267 9636.862111810722 17.61821783909059
0.5477731466759446 9.152350802924724 8761.767786408183 18.240187691550517
0.5605714838335114 9.188921650828124 7964.843566379349 18.885191500204286
0.5736466353517604 9.225427110605374 7239.721923495113 19.55413163399903
0.5869981728274862 9.261815882246301 6579.879614486313 20.247900542762473
0.6006261830754308 9.298112212658179 5979.655487501775 20.96742991961102
0.6145327284622213 9.334267956584268 5433.925009552615 21.713692868986787
0.6287170408288019 9.370276319180409 4937.688907812791 22.48770621841304
0.643180196387707 9.406122747451379 4486.692866800683 23.290532982415385
0.6579215964479407 9.44177638975313 4076.8046537272066 24.123284987811278
0.6729411815280313 9.477233181801717 3704.4160899034864 24.987125670252
0.688237007249022 9.512489072094867 3366.127942630539 25.883273052744844
0.7038112907751246 9.54747573470458 3058.7471584551145 26.813002917787063
0.719659799385881 9.582245595690896 2779.652960821182 27.777636173964012
0.7357809477686866 9.616728274070512 2526.149224719677 28.778259562692067
0.7521759498963474 9.650911366091231 2295.93628168545 29.816605693489997
0.7688392840778078 9.68479519680202 2086.8492151807845 30.89421285110992
0.7857712887438688 9.718345697081837 1897.0048635475782 32.01217924029497
0.8029635220826112 9.75154108483794 1724.631338657307 33.1726129998535
0.8204242285000077 9.784396028479708 1568.0743026826333 34.376823191268514
0.8381384395328159 9.816865799408832 1425.9365660316193 35.626887751233994
0.8561071477668561 9.848921844850635 1296.8681057363997 36.92422074861466
0.8743253228962452 9.88055543411082 1179.6416091055137 38.271145908988515
