B^{1/4}[MeV], Delta[MeV], m_s[MeV], c[1], Phase_transition[bool] 
399.3373086275291 226.53182715171502 98.01084813410438 0.3013406804369141 0
322.4942130254606 126.30235026729638 105.2282475157167 0.7279520604951681 0
308.7650771018658 170.93533973578346 107.16803992325252 0.3259882668687837 0
225.84958373297746 434.70575819405855 99.83764056766655 0.10312327006831301 0
159.2428335250894 45.77872222690818 92.56021541464993 0.41675241772088634 1
325.07258349103597 387.04573259839214 93.51393442067847 0.5397729136021457 1
165.0298514114349 509.0391194430896 117.31628120586835 0.8467406234951519 0
279.42263140185935 517.7665913772744 115.66955391456293 0.7418151147571773 0
210.68268858747558 409.1835179101312 105.1435322135826 0.15950643510666762 0
425.8213871577723 482.5089695720728 98.53732003029184 0.450652642530905 0
176.6519363839305 517.6580291683993 83.89545904578127 0.09536341963044359 0
458.22208039100514 455.747452137773 89.72187730045155 0.12920365373048381 0
298.28702717517996 51.59735682328344 95.70077912635801 0.5150185014236851 0
302.50040184570594 102.28757620285282 104.7964972710025 0.6480894066642888 0
451.0014248353318 190.6743826413585 92.92930123313451 0.5320154833877351 0
180.53504354941288 433.8098240015241 103.7009155280988 0.49777770316880754 0
417.1779353817031 334.240677368955 98.89218058509692 0.9681503306759224 0
208.68281231302115 507.4523415255604 80.19830661237754 0.5367298949370941 0
290.7538032252472 303.8289110959932 89.55628301327212 0.007096278826209557 1
373.6725051638475 187.9337713722568 102.98401132264175 0.01614738784629921 0
476.80483355370467 168.90651061802808 94.21936166291457 0.3138604687116143 0
363.6637434318509 9.576726594480073 85.17469067968624 0.1013225177264181 0
381.22758878564605 172.96096721539942 85.31307151909374 0.05701175280633497 0
446.5112886257863 54.45091766823334 119.24180941545279 0.13766960145759277 0
299.80269626794524 142.57689333932697 88.30527459827195 0.40559868730176407 0
359.63167988868935 7.85990428680583 102.70972979119828 0.3157410376931501 0
337.0387120997158 102.05364590569246 98.0184000876963 0.4259909942410579 0
457.41469720088713 98.28438610541969 91.19160401749424 0.49722474777759706 0
486.3514663520793 118.540400369134 109.7617184688966 0.18553926638610319 0
170.83918846255938 221.9642992772535 110.55290827023708 0.5530713246540446 0
192.5462582245482 441.90400053078474 103.35995353574522 0.44246081693765227 0
271.4795887750679 475.5223560384125 80.0542990858293 0.22394253266230446 0
156.41683491651048 439.51403595638146 105.58568795629547 0.9862357759354414 0
351.94936465009437 466.404510362244 82.77882063041785 0.34317439342215317 1
184.87229457804779 354.114190686732 100.95194731019154 0.24558234761593423 0
165.88692941758427 163.05837269330766 98.30968826940286 0.644645568510126 0
244.20639704331256 13.116851020171854 105.3645213843903 0.8586560283731105 0
406.52867729116656 134.05206521239083 80.57182756836228 0.4407540961361972 0
192.7915711764926 447.2714661965891 83.03083527611629 0.37384911334064574 0
483.39140706723936 406.6318643663347 108.55262025947664 0.029946810836689264 0
468.57131009489405 496.5853771932061 86.9699132621718 0.3934493294181607 0
321.60213810448863 259.01590693109347 91.99280278068969 0.10870387304563556 1
155.20871075723227 330.51766601580476 118.24784995020302 0.8719851691992919 0
397.552915117408 233.1561229658832 100.81709128966622 0.8739057733574819 0
405.7813821745662 519.1932191986434 95.36427030371172 0.176287238330736 1
235.82757415711973 114.70181338212141 94.63882858713525 0.5601770316256762 0
449.95221589812604 516.1882869819352 107.30375589851734 0.9994003338249848 0
155.20102513749458 29.54543661671152 94.08485768120605 0.6608436319539055 0
240.8680295568986 261.39107916440304 115.85288192335281 0.8797349348374732 0
174.9965525416386 497.1979836585934 117.19776721956211 0.1857830594477431 0
347.06986072907273 16.190327266859416 81.24148835993887 0.7957697669568762 0
174.79815170869318 140.3158041656297 84.20431073099668 0.44304145027489683 0
483.8358259410637 6.8620028965812265 108.91821755156218 0.7696173687065957 0
388.91432364354375 346.9909112670554 100.46200350319539 0.2941712783133704 0
368.25173407485386 148.34564963208464 82.1345563366266 0.8986496602209506 0
332.2718498551032 249.22024927775897 103.65132515078761 0.16233232026670863 1
317.3555011071159 248.65318801625347 91.31110650610835 0.9454056769448188 0
187.23151641540574 137.2597991255093 114.1036755953464 0.5791103854724201 1
385.78294049507815 154.5406473586983 102.23316745330627 0.5590200211528116 0
437.1716029243986 1.3075199331755716 117.33027238483696 0.3851533961553696 0
327.8710025095498 518.1958325585197 108.82367107886564 0.644322333761125 0
371.46778441178566 57.61365824170957 81.13239606882215 0.2696460246714908 0
377.6214982166234 492.8904185953832 109.4745710740506 0.8094189114708183 1
215.7191687567984 65.05967973373633 101.95390844520104 0.2835116440488744 1
192.8431839455974 296.75766241744884 103.38345229926188 0.7444119401997216 0
252.9650282854537 348.669690370871 95.63878494097693 0.16686315559092724 0
298.0019214812509 24.613394040341895 108.08595023311008 0.11284546797380879 0
191.26203877753818 266.25449591918795 106.92335494843836 0.2523377910411534 0
250.76185243596132 127.95001760536779 106.71138761148981 0.12367088901382695 1
481.98710481274315 346.1274923498886 106.93998692425157 0.590861216400903 0
188.21912059952552 413.4088464213148 96.99310966301324 0.9073016730405141 0
424.70883672118606 91.90650900874323 94.37941835462601 0.7947383271720029 0
314.2745897705579 499.75437984816017 107.40615091214275 0.4373145374238141 0
313.08320422089537 401.9327702895936 114.51233811107737 0.02454962283751727 1
200.47903770012294 373.60395144880613 119.36381312610975 0.699439480377761 0
216.41193718146127 423.2373420191371 108.21477826494944 0.8353461147243324 0
277.5410259094141 285.29896891050885 103.38130955985844 0.5681643507107079 1
140.16858934368275 98.93517152440383 86.05775869772845 0.10925939537373242 0
480.17911724986243 414.8268286440725 91.89245135184775 0.34107156621941404 0
318.8762399140312 320.5146915808955 91.33150421242925 0.7410746334096494 0
472.90090195106785 174.66278812716777 87.21018090491435 0.4594785288350457 0
434.2320514835191 535.5935698691924 111.74318775314035 0.4987906125919275 1
216.1606573518286 134.54400536244594 101.86123436633636 0.6580646517727359 0
214.82086099527882 177.43777781867078 100.7714706849966 0.42097962022966284 1
489.1215733449709 353.8953457895323 103.34171834468597 0.08200603757913805 0
262.9431496424358 484.92026314896526 116.34504414584953 0.61956083919508 0
277.8725083085468 154.50785672365498 87.86352869198497 0.47522884485514993 0
310.35304320004843 362.09139755225954 112.47084529942289 0.3211080611643379 0
168.43335282558976 275.9029062525829 86.23253189402111 0.6419360796939287 0
174.94695435341453 268.27916846955515 112.85014222260875 0.7756340880014285 0
236.80581110949004 6.165335834411101 118.62256743922097 0.08619198872930045 1
381.260621186437 350.0563697683177 107.14646618016195 0.6255632098763837 0
329.5236253541706 208.3953137688787 99.54641189832847 0.7585719210928135 0
329.03320853230196 208.03204468063007 85.85230080240758 0.16880037344377397 0
147.2825009251531 539.6267314083362 94.33096954504344 0.29104120667868094 0
185.20252713288866 405.4691912352552 105.96895343581473 0.22189279841686826 0
340.383474488495 215.03818307892413 98.81788847458523 0.9543416490283352 0
306.23360492801845 243.21129377753869 92.68414474711264 0.2576124287543695 1
310.24856979408617 308.68788742548753 103.10006820353358 0.21987114867305724 0
290.79549182184513 375.0037673885183 92.46009639870181 0.4109372105553033 1
284.4638364087969 296.3021323129818 106.17834979830789 0.22656359572265972 1
469.3633838726113 361.59365021349817 84.04155975723508 0.38550310824082556 0
176.33872921380882 449.9020549436809 109.94266361760182 0.015222256897615916 0
319.9179410808232 443.5579199787919 111.1630775994029 0.6233753133581909 1
153.61352590667877 379.2231054296659 114.5559303005067 0.046263486536375575 0
297.32842905369483 365.9768526568566 98.4241322394156 0.519417432025493 1
