M[M_sun], R[km], Lambda[1], P_c[MeV/fm^3], rho_c[fm^-3]
0.24162668629717493 15.618656898711224 2160425.4255784233 3.5677272577965504 0.1711233750220791
0.25364146367315277 15.277359481966881 1723221.947717998 3.7847896794090614 0.17388780003256857
0.2660363303982414 14.981344031212457 1383125.9595879933 4.011338574895958 0.17666590089689413
0.2788094968359609 14.723632423196225 1116484.6399939838 4.247630966588688 0.17945638628807772
0.29196203996418274 14.498549218105627 906031.4171182631 4.494291560788941 0.18226581375458653
0.30549606347100583 14.301322499539397 738729.9967562652 4.751473393404076 0.1850898392605518
0.31940953398242206 14.128277060071076 605194.6448855732 5.019862946223194 0.18793517386252173
0.33370507005794026 13.976092416634785 497779.6039741723 5.29967848138725 0.1907983273899971
0.3483841419544157 13.842117342928756 411092.6515061138 5.591655270017328 0.1936857313991947
0.3634431784279776 13.72414409338617 340732.5181056598 5.895952167288179 0.19659229346322546
0.3788953824635382 13.620130068821435 283373.7009960634 6.21343667284 0.19952576650546552
0.3947231833700001 13.528591064806518 236466.56137803657 6.544372243381924 0.2024824366541619
0.4109460323095667 13.448022629317101 197928.70935867188 6.889449144150079 0.20546581047457899
0.4275511990394635 13.37720114185912 166141.09177825288 7.249377672126484 0.20847905834151145
0.4445437987099625 13.315039965567827 139847.62098096526 7.62442549345 0.21151786664461106
0.46192102097698656 13.260675155694589 118025.4923165191 8.015524146998763 0.21458812832660254
0.4796821596029655 13.213280351150361 99849.89096637277 8.423386328186822 0.21769161894871628
0.4978355139362577 13.172085137440096 84678.23538595143 8.848464729036232 0.22082597865806217
0.516370140290987 13.136496819212871 71967.18712775048 9.291608883105031 0.22399428091341234
0.5352846169910428 13.105927487200994 61302.64773873298 9.753714255487127 0.2271996055474363
0.5545867508287231 13.079902348090364 52322.332552222506 10.235589950133265 0.23044330271960864
0.5742657057668601 13.05790727417623 44348.970508983635 10.737723662193508 0.23372228151528487
0.5943195249927289 13.039589435742736 38347.59558931057 11.261326853204569 0.23704231474569262
0.6147518249851569 13.02454654844967 32918.72098784956 11.807352189921176 0.2404052178106856
0.6355499322629834 13.012462515843302 28308.340274616745 12.376778056776073 0.24381262254642366
0.6567176900591707 13.003052639582677 24190.353906765806 12.970316100447928 0.2472627377428083
0.6782455982009403 12.996007712354489 21039.819984017664 13.5892474745876 0.25075984135945606
0.7001285144910014 12.991082159203508 18046.52613808076 14.234790695395699 0.25430681571998187
0.7223575570292422 12.98800283814433 15739.115657544382 14.908134640420732 0.2579056438963663
0.7449402636582465 12.986655733172965 13642.080310286687 15.610337813777296 0.26155651546365427
0.7678571653482883 12.986756513909821 11842.722368268449 16.342608117013814 0.265260747487966
0.7910972578858414 12.988121428843924 10295.37604390052 17.106588238660272 0.26902331032456894
0.8146672792918832 12.990643671140523 8962.052917139588 17.90373215602865 0.27284663444747737
0.8385441302707938 12.994103772276334 7812.07585489512 18.735439569903935 0.27673211378294454
0.8627217039177776 12.998381477195592 6819.18801605767 19.602985100110978 0.28067961018044413
0.8871921057755188 13.003319184208074 5959.642768721548 20.50848639368784 0.2846957832816323
0.9119459235308089 13.008815594534381 5214.747250474836 21.453736149711027 0.2887836435964055
0.9369605769686548 13.014702927993104 4568.377053381349 22.44026210854926 0.29294346901784646
0.9622347813893775 13.020905222670898 4007.313260032723 23.47000070078657 0.29717835177825436
0.9877547356054308 13.027299477872889 3519.3218330078103 24.545414747456455 0.3014947337159619
1.0134914896551401 13.033758122443265 3094.192289548781 25.668497796345715 0.3058946334326182
1.0394508687808421 13.040203274954685 2723.5926990557 26.841106120357697 0.3103785405163107
1.0655997581330363 13.046546284271319 2400.0037134448107 28.066384120616085 0.31495556153650006
1.091923337162863 13.05266405246511 2117.2963177371153 29.346446059635397 0.31962655706852144
1.1184172441526001 13.058501346408994 1870.0550676861044 30.683925628286456 0.3243953839004858
1.1450446889260932 13.063962630118105 1653.3038697946047 32.08234633515549 0.32927094173798327
1.1718016026001887 13.068977948106147 1463.2850724719608 33.54351241220864 0.3342500456987474
1.1986522237045258 13.073440401928973 1296.4753419102242 35.07202782019648 0.3393466864273657
1.225594476569368 13.077302261984045 1149.9864097377897 36.669993209515546 0.3445581054272278
1.252585002640235 13.080478334546603 1021.0321485320572 38.34230942987981 0.3498978320764927
1.2796245503533983 13.082919282674187 907.4939225333554 40.091350397869476 0.3553632608652826
1.306663116461325 13.08451398994049 807.449446322806 41.92253176005405 0.36096862925070755
1.3336960719127817 13.08523697877709 719.1679761092458 43.839220843611145 0.3667152420060129
1.3607004577344004 13.085038555019144 641.1840187726747 45.846301192876375 0.3726119504827037
1.3876277745395087 13.083789633869946 572.3137495218799 47.94900275959476 0.3786681540900525
1.4144813613226528 13.081507012130244 511.2766227572104 50.15195846332914 0.38488889096939016
1.4412095586656835 13.078086754454764 457.2835287603186 52.46061350573031 0.3912823190169007
1.4677956587310548 13.073476922743222 409.3884923732484 54.88126358770087 0.3978595237148501
1.4942007361483371 13.06762163588892 366.8510595896448 57.42009105881397 0.40462955347808605
1.5204113997334647 13.060491896457282 329.14622091642747 60.08371570467349 0.4116021657735383
1.546392541490482 13.052018956828158 295.5650377812679 62.8792341189884 0.41878788548437823
1.5721072550123734 13.042153702850582 265.7181614502782 65.8142628442302 0.42619806803659843
1.5975301206730304 13.03084354428832 239.1439300695628 68.8969856633008 0.43384496784544235
1.6226173203515648 13.018041157303836 215.43967838351668 72.13620547217214 0.44174181270736496
1.6473688654484413 13.00371464983029 194.28834113991059 75.54140121735642 0.44990288483882196
1.6717179638559776 12.987802379224457 175.40091455687232 79.12266454525307 0.4583430835524952
