M[M_sun], R[km], Lambda[1], P_c[MeV/fm^3]
0.2416277750616976 15.618515526848569 2160321.870080337 3.5677787854173952
0.25224187027630673 15.3140495344949 1767933.9568680574 3.7594361344871943
0.26315275932971927 15.045748494937836 1454113.07959717 3.958420080434106
0.27436304830562525 14.808473207694808 1201251.2283289356 4.165067785149322
0.28586960444777154 14.598179732972826 996713.0298582821 4.379670625591342
0.2976704710632354 14.41149807816336 830255.4656818336 4.602384713618363
0.3097744876937303 14.245116347914427 694092.7031370803 4.8336206445489065
0.32217311603889126 14.096957486155619 582273.2282296239 5.073675836298428
0.33487202812333516 13.964651926184338 490078.8102851198 5.322860506767968
0.34787160545833584 13.84643448649876 413786.6847282137 5.581421070130571
0.3611719582373617 13.740797665827788 350325.1382800018 5.849772478626994
0.37477346483146495 13.646341983510904 297428.17077424075 6.128273324841478
0.38867823277320224 13.561899775991971 253182.88402755957 6.417290444350277
0.40288210213550246 13.486504652215114 213257.89462350577 6.717206090887727
0.4173903458156631 13.419196242649166 184758.4548738312 7.0284185451679955
0.43220165772786495 13.3591723969814 158378.1201108042 7.3513427542513785
0.44731491536706713 13.305762938554837 136049.72476820523 7.686411003098347
0.46273044453685713 13.25833319453765 117095.44913178157 8.034073620096738
0.4784499651284425 13.216332019255823 100998.17404559685 8.394799718515657
0.4944712832710366 13.179211608322545 87265.80661097259 8.76907797603908
0.5107931588133263 13.146558321202273 75530.2246302846 9.157417454761147
0.5274155097353397 13.117980879985515 65492.61464446561 9.560348464287724
0.5443390066783781 13.093088104802261 56876.87561243268 9.978423470882696
0.5615586217066147 13.071597679347366 49474.538476337104 10.412218055930946
0.579077215557133 13.053156073326251 43105.54080625487 10.862331927353226
0.5968887343301531 13.037478181601763 37608.3416986313 11.329389988016208
0.6149924429927986 13.024368085212547 32860.03215514967 11.814043465622538
0.633387281059474 13.013590083694103 28749.54309735194 12.316971109050082
0.6520682613189056 13.0048699382185 25188.530891883263 12.838877831749834
0.671033036078805 12.998088049133193 22096.5469860817 13.380412265326449
0.6902795259678918 12.993011363260496 19408.753386755434 13.942428800665388
0.7098017624236012 12.989512765673187 17068.704069162195 14.525730669356019
0.7295964096429439 12.987399709677971 15027.832670225762 15.131265878803276
0.7475388097155113 12.984811547221582 13408.735304328478 15.785944418055427
0.7620681596115814 12.977614504359634 12199.614457026226 16.51820666506135
0.7740119453288526 12.964600233857512 11245.447205908738 17.32826606759879
0.7840105709648726 12.945790481641955 10457.683356559159 18.21610920543857
0.7925346044762371 12.921320108593939 9780.493808835383 19.181620277825726
0.7999435587122038 12.891426423866228 9179.653364362983 20.22454366660996
0.8065318672859155 12.856549387041444 8632.875357234638 21.34499780350311
0.8125229061598821 12.816966874961215 8124.73362831319 22.5431170487825
0.8181090948414437 12.772974702175361 7644.869879961948 23.81915985452675
0.8234671059063172 12.724979185402669 7185.764144989268 25.173643665939732
0.8287080281484692 12.67316889027391 6744.551634884729 26.607183808107674
0.8339706319945194 12.618064997480145 6315.644480271609 28.120922603402818
0.839303363471942 12.55981654928285 5901.455935554818 29.717085519063573
0.844815343829363 12.498886438145643 5500.37518596822 31.397577412994256
0.8505396648664283 12.435533900389473 5112.4590432549485 33.16456857698978
0.8565340269323715 12.370029977923252 4738.762589451087 35.020526491806116
0.8628307031655091 12.30271374564734 4380.658941166093 36.968239249705356
0.8694870105317798 12.233869204753093 4038.0030950379796 39.01080001499457
0.8765041734093739 12.163762161532075 3711.252078849382 41.15048580359787
0.88391996646342 12.092735214520093 3402.7002635412273 43.392059753588086
