M[M_sun], R[km], Lambda[1], P_c[MeV/fm^3] 
0.30524509162190194 8.220380148807509 90241.98976637486 7.568303719208761
0.3116210625427925 8.25421310425685 83357.34977099796 7.820523734019119
0.31821349098956997 8.288285785364828 76894.39745002647 8.081966609739233
0.3250222678820052 8.322552951199357 70842.77637028658 8.352974449899902
0.332054657477109 8.357073298521696 65187.75106736375 8.633903782574961
0.3393087675801629 8.391803588829447 59919.19716587565 8.925126236375407
0.34678964354965996 8.42673291589703 55019.89197325757 9.227029257648942
0.35449853855506647 8.461880173530828 50472.622117418025 9.5400168717948
0.36243756667457133 8.497206488955126 46260.516051107465 9.864510491760404
0.3706124347401889 8.532732197988336 42363.16434374621 10.200884464681545
0.37902098312113813 8.568418759449937 38765.37145661816 10.549537910676564
0.3876697164044921 8.604259851557037 35447.363015455776 10.91104396325071
0.39655966315028024 8.64025006514269 32392.13926386006 11.285900725829746
0.40569335757778235 8.676395491000962 29582.93333063037 11.674376489851753
0.4150733571397815 8.712628946719548 27001.590796968292 12.077212276168861
0.4247044886047772 8.749003044088123 24632.943724845394 12.494886304401657
0.43458658832345376 8.785472396044726 22460.893207812627 12.927835297227213
0.4447231500235277 8.822020840779569 20472.093824590207 13.376845676878872
0.4551170398679046 8.858638002184264 18651.74918688589 13.84222722980649
0.4657694049112469 8.895315764517306 16986.962771284074 14.324893595509677
0.47668250511437016 8.932023013082182 15465.560349749121 14.825231537633593
0.4878606927753506 8.968763788546909 14076.393270823308 15.344073747269432
0.4993045663325793 9.005519784243887 12808.40025148574 15.88211827526488
0.5110155025723802 9.042267738408107 11652.057435294348 16.439877684080866
0.5229961043845598 9.07899094608945 10597.558538552052 17.018336195713196
0.5352480627423324 9.115691295080603 9636.819747442825 17.61824654726351
0.5477735587160896 9.152348986454571 8761.642945406069 18.24021879545877
0.5605725830560115 9.188929379153276 7964.910614248109 18.885224958734018
0.5736472378412266 9.225428174740943 7239.673930167112 19.554167585294206
0.5869986815088591 9.261818577524478 6579.786542223954 20.24793913318113
0.6006269429034177 9.298114898841797 5979.625583645007 20.967471304236057
0.6145333401245342 9.334277951434983 5433.87441168867 21.71373721217177
0.6287179170706642 9.37027824754626 4937.664427728599 22.48775369436453
0.6431814317362181 9.406122307762056 4486.691294840767 23.29058377581527
0.6579222963042574 9.441785683766549 4076.827687594842 24.12333929448166
0.6729422096207618 9.477233985177891 3704.411915568575 24.98718369786562
0.6882389095991335 9.512480144535859 3366.0534572991987 25.883335021584845
