M[M_sun], R[km], Lambda[1], P_c[MeV/fm^3] 
0.30524509162190194 8.220380148807509 90241.98976637486 7.568303719208761
0.3116202973539585 8.254219241002723 83357.38902040968 7.820490113885373
0.31821160874699106 8.288274473766812 76895.66542157267 8.081896895949818
0.32501967570087864 8.322539176199388 70844.51619549571 8.352866009064618
0.33205162765509 8.357067798122348 65190.84517959979 8.633753811783961
0.33930458666405655 8.391794988851391 59923.08307090202 8.924931752924483
0.34678346675767857 8.426705894989482 55023.68604616986 9.226787088097263
0.35449059286363876 8.46183275912227 50476.13673040908 9.53972364030819
0.36242798586851016 8.497147052694881 46264.04206919876 9.864162607689279
0.37060267207920367 8.532693434252872 42367.269188138715 10.200480799661406
0.37900959718607563 8.56836856654465 38769.91345269364 10.549072118675838
0.3876570626171721 8.604207037509822 35452.40090456524 10.91051175317144
0.3965447648122669 8.640186218160792 32397.454063593785 11.285297535143904
0.40567765446857607 8.67633536156334 29587.52581100975 11.67370186661563
0.4150558745604861 8.712555827347307 27005.876629676466 12.076457179585843
0.4246850235458751 8.748923311527893 24637.370068265398 12.494050652346239
0.4345655913968308 8.785397264865262 22465.624860778058 12.926908507063333
0.44470039948330903 8.821940509228078 20476.525280263202 13.37582807162375
0.4550922184530669 8.858560001930757 18655.436529356317 13.84110650456101
0.4657424345284381 8.895211519857527 16990.92215860788 14.323670517899181
0.4766537745875661 8.931923675185049 15469.415471735294 14.823891876020445
0.48782987513846254 8.968669669629502 14080.081453065033 15.342618757757268
0.49927128897591666 9.005418264105627 12811.985043009567 15.880531567772291
0.5109799311218963 9.042160832384383 11655.262604051422 16.438161051782995
0.5229582509012423 9.078878712894872 10600.810766698103 17.016482024551767
0.5352075665761367 9.115568694805502 9639.841134327018 17.616246774353236
0.5477303295870175 9.152223223204821 8764.633019412428 18.23805214783746
0.5605265593268028 9.188780257682385 7967.527606267395 18.88289430095336
0.573598853480851 9.225291155869426 7242.188514482469 19.55166329583821
0.5869473691544289 9.261696437102332 6582.2451568601555 20.24525101848907
0.600572931491177 9.297973670562763 5981.892484651468 20.964588563119907
0.6144764307879649 9.334120010825595 5435.887148885398 21.710648397826905
0.6286577147391847 9.370131910143993 4939.654583139164 22.484446673803635
0.6431181616751092 9.405963789404277 4488.529609000052 23.28704568653791
0.6578562022463978 9.44162538936212 4078.5989244799266 24.119556498178827
0.6728722552558823 9.477076991369211 3705.9873742148275 24.983141730942055
0.6881655728265007 9.512320769833769 3367.6465689997112 25.879018542263243
0.7037346506839047 9.547331312290241 3060.2054563215092 26.808461793311544
0.7195816467336715 9.582062957174534 2780.939384846504 27.772807423470052
0.7356994004848055 9.616549968336583 2527.357936456002 28.7731201819979
0.7520902868858671 9.650735432322078 2297.0696844052463 29.811127006459234
0.7687501466068818 9.684618124119766 2087.9070184572984 30.88837457826881
0.7856779827150788 9.718170309311324 1897.9885289859526 32.00599145064546
0.8028700622822351 9.751376470122429 1725.5371221825449 33.16602304460045
0.8203238365997284 9.784210646254571 1568.907810934929 34.36984171506077
0.8380344749522477 9.816679246461533 1426.7310541145396 35.61945620393677
0.8560002022664842 9.848727896267107 1297.6114470443074 36.91635034106895
0.8742116781510976 9.880377432425863 1180.3396146463679 38.26281156623753
0.8926704109547146 9.911574647028047 1073.8454319915625 39.6605734779013
0.9113703929880664 9.942300860710883 977.1239955725837 41.1116775850774
0.9302988148582522 9.972553892451618 889.2867711137625 42.618465374693464
0.9494592821475872 10.002315701177423 809.4984858108032 44.183159970251
0.9688403122261148 10.031539965352652 736.9895552015965 45.8080967936455
0.9884401474333855 10.060243370968369 671.1461911122393 47.495730455540304
1.0082450249464303 10.088399173470561 611.2821688561799 49.24864210457092
1.0282585145527758 10.116001345905978 556.9010945512603 51.06954727043942
1.0484585440854424 10.142984012297774 507.4706008849944 52.96130423896118
1.068841977249909 10.169365174265705 462.54332180790556 54.92692300053905
1.089403365408015 10.195103153968285 421.6980487523547 56.9694396092749
1.110127992727243 10.220198043629402 384.55725950206397 59.091871944313226
1.13100938940804 10.244626467954326 350.7822739505208 61.29807645101612
1.1520393615924234 10.268364172517567 320.06249879723634 63.591142797080245
1.173204619147302 10.291398572996494 292.111697998773 65.97525580559122
1.1944955094575749 10.313710396729851 266.67587465397514 68.45376318594158
1.2159007644956163 10.335282267982869 243.52552143350093 71.03124970341027
1.2374073429702857 10.35610172075121 222.45822246152557 73.71189607781743
1.259006702817082 10.37613779097108 203.275612015147 76.50000792266525
1.2806831446125975 10.395390618608685 185.80149261173037 79.40035362725474
1.3024260383151431 10.41383357671174 169.88576380198108 82.41799489025792
1.324220319511917 10.431448132821547 155.38462839885415 85.55812387425587
1.346053865760479 10.448230249386022 142.16957342104135 88.82593472847068
1.3679148609911598 10.464157574374507 130.12507587723897 92.22741764181544
1.3897882463791447 10.47921532711847 119.14245812852396 95.76873024737223
1.4116572055255932 10.493386355786813 109.12376745893852 99.45584738701736
1.4335111099238758 10.506659076191106 99.98573090462376 103.29571424286794
1.4553321807328023 10.51901937863358 91.64675640423553 107.2950407455641
1.4771048062459031 10.530451404920445 84.03496750704689 111.46154579901378
1.4988154685888302 10.540936895709319 77.08480489296998 115.8028334129511
1.5204514182325881 10.550468943307253 70.73783870528757 120.32691826723205
1.5419924655478217 10.55904100771915 64.93866472659299 125.04250286493729
1.5634256647632307 10.566635080306074 59.639654557695955 129.95852049757636
1.5847350633092072 10.57324064522732 54.79536714568865 135.08466319256405
1.605903747861114 10.578848809491868 50.36538974376942 140.43117592024345
1.6269147717943122 10.58345008157343 46.31479812956675 146.00840282020167
1.6477566705126594 10.587032020985847 42.60732345258507 151.8277626296009
1.6684080043777214 10.589588045729743 39.213968007033415 157.90078160666607
1.6888559020882126 10.591108509790391 36.10735938736249 164.24030673828503
