M[M_sun], R[km], Lambda[1], P_c[MeV/fm^3]
0.2416277750616976 15.618515526848569 2160338.09801669 3.5677787854173952
0.25224142999593363 15.314048762670607 1768007.3323337112 3.759421997847756
0.2631514885687634 15.045789618602734 1454216.1871062056 3.958390863218022
0.274359422398766 14.808575832710623 1201332.2313625272 4.165022141789033
0.28586537838821846 14.598280632459613 996802.8002902174 4.379607783364792
0.2976661631618007 14.411548462951036 830341.6046054626 4.602302970502875
0.30976712401872997 14.245287921527297 694160.773979211 4.833518607297427
0.3221659717700667 14.097039604960386 582360.2030017225 5.073552047751287
0.33486595287236204 13.964754361086538 490156.0565054876 5.3227134424793885
0.3478630967420183 13.846566000911071 413829.75507616455 5.581250480136832
0.3611623919089877 13.740900743128767 350365.04589770106 5.849575547868379
0.37476201004972465 13.646410245439963 297469.74261539255 6.128048315655768
0.38866586884668214 13.561965349253084 253206.96587012018 6.417035536316851
0.40286883163934467 13.486571444372398 213287.19883364774 6.7169193762580095
0.41737531951159423 13.419258639897588 184786.0182660264 7.028098024002887
0.43218461785304346 13.359245058733405 158407.0777768022 7.350986329244707
0.44729620875910175 13.30584200340634 136077.04047557144 7.686016474063774
0.4627133856348227 13.258362716806435 117120.78360640259 8.03363867809378
0.47842963432199764 13.216342949729938 101013.24055314474 8.394321939588334
0.4944484851092891 13.17925173722098 87283.75397381377 8.76855481453883
0.5107694221598786 13.146601447589957 75546.62021953623 9.156846236223437
0.5273906696322966 13.11800932283427 65506.20579250918 9.55972637782942
0.54431199297449 13.093145745348568 56889.06292822013 9.977747561084946
0.5615304976170086 13.07163997223671 49486.578198072944 10.411485214169398
0.5790465764012483 13.053156807689522 43115.73964999912 10.861538882534909
0.596855945613777 13.037509137227671 37617.76501940717 11.32853329667928
0.6149585835384852 13.024408016565031 32868.84025139978 11.813119501351595
0.6333509715408717 13.013584603297367 28756.303959918834 12.315976051156532
0.652029643805302 13.004905429994732 24994.41928865216 12.837800265721063
0.6709931519752453 12.998103839643349 22102.6389018891 13.379254855473796
0.6902377472584933 12.993020137928747 19412.496870856452 13.94118704755461
0.7097586353972299 12.989511397995768 16947.317116535345 14.524399824756983
0.7295505675316679 12.9873929350326 15031.886333791388 15.129730997551015
0.7496121810971551 12.986534409011071 13251.535188567115 15.758054941901243
0.7699356962314899 12.986808684219426 11694.698622813836 16.410284455307394
0.7905176550246655 12.988070635022476 10331.463881573378 17.087372741446536
0.8113490811022893 12.990220885146918 9137.663538744553 17.790315534697683
0.8324262807705036 12.993119811214585 8089.4535319005045 18.52015337678593
0.8537446892451915 12.996692020025483 7170.063832005293 19.27797405879832
0.8752901781980922 13.000836266768921 6360.262533807713 20.06491524290321
0.8970605875920482 13.005452253668949 5648.543622330355 20.88215187865164
0.9190496770890657 13.01043609007049 5020.824614384011 21.730910968072358
0.9412441844333655 13.015728782509685 4467.228385673065 22.612546798265498
0.9636364078910877 13.02123243869327 3978.890521307309 23.528429820754717
0.9862173419549712 13.026888821293372 3546.685964084186 24.479996960756807
1.0089768903020082 13.03261022409799 3164.267521733109 25.468755694302587
1.0318985041242719 13.038345149195917 2825.7679587831803 26.496288442342426
1.0549870290501173 13.043979438586975 2525.9677046372467 27.564201440379478
1.0782163207684565 13.049498972627527 2259.68626725068 28.674230632901786
1.1015796243645286 13.05482533832835 2023.2680494036254 29.828240086946114
1.125062668587877 13.059891874118286 1813.0384335034862 31.02815869214794
1.1486530357814397 13.064658975269996 1626.1006097033812 32.27601773766278
1.1723375775610154 13.06904488627094 1459.7520516898658 33.57395782702846
1.1961030945296542 13.073022876376738 1311.4612545838886 34.924236342467815
1.219932705778952 13.076529489767735 1173.821229222446 36.32908735506535
1.2438129852776239 13.079517436533607 1061.1654676277751 37.79090726846179
1.265768685931818 13.080406523974963 962.9837902117304 39.36148676172825
1.2833293055202726 13.075242069766635 888.1124253202029 41.117743625315455
1.2973198204078946 13.063222922054717 828.3526784677164 43.063193941337566
1.3084479005339764 13.044488640506566 779.0312486291043 45.19996477765315
1.3172620029550621 13.019417396917023 736.759150442874 47.530478645616114
1.3241953890000677 12.988276206837932 699.6704377230611 50.05773315160347
1.3296014618767313 12.951568226380573 666.1475780076355 52.7851565479063
