M[M_sun], R[km], Lambda[1], P_c[MeV/fm^3]
0.2416277750616976 15.618515526848569 2160338.09801669 3.5677787854173952
0.2522399591786682 15.314101820163451 1768137.5309121928 3.759398275177551
0.26314856120301505 15.045842828449864 1454228.6163770524 3.958341834202564
0.2743600675753167 14.808484625813028 1201373.5557166324 4.164945548816504
0.2858573414782088 14.59845690834293 996761.722493128 4.37950233011633
0.2976593875688789 14.411639734215553 830390.439617982 4.602165801287184
0.3097584469192577 14.245382678992781 694224.7872094929 4.83334738460225
0.3221556860453282 14.097149380385357 582452.8949625607 5.073344326855847
0.33485291946318446 13.964891825608179 490234.36755390494 5.322466665795943
0.3478489373844225 13.846682474406947 413910.5820366472 5.580964228618772
0.36114562568739483 13.740988303450653 350455.24836981215 5.849245098404814
0.3747441473510023 13.64652900410725 297536.60705776745 6.1276707530055985
0.38863863829237694 13.562234213117474 253282.90475780875 6.416607806419217
0.4028462171705647 13.486689038413415 213344.1409023333 6.7164382785677
0.41735043422238227 13.419376329950131 184833.20466428992 7.02756020333421
0.4321569371042817 13.359368274649958 158448.6854871078 7.3503882670888
0.4472673255704841 13.305926040856216 136109.1963273089 7.685354479341671
0.46267999410045973 13.25847564925613 117158.27307641172 8.032908877303978
0.4783948071813213 13.216443953521313 101052.44993506317 8.393520266304725
0.4944109542643708 13.179327316339508 87317.61801120618 8.76767699821154
0.510729935974434 13.146666882078632 75572.82932619163 9.155887790231052
0.5273481435922696 13.118083263328126 65532.49531941108 9.55868258672756
0.5442669026104475 13.093191748939377 56911.519801248025 9.976613466991891
0.5614827354521321 13.071678556772317 49506.27858593644 10.410255602224954
0.5789948077012335 13.053212163748054 43133.44149716122 10.860208265364287
0.5968010534009809 13.03755563257925 37633.53826095906 11.327095897788272
0.614900261315481 13.024445146343137 32881.981841737725 11.811569237374114
0.6332901132537814 13.013617164628428 28768.340685714425 12.314306512869532
0.6519660819715027 13.00493413391018 25206.6402054393 12.83599230432489
0.6709261763545598 12.998113925363327 22112.70759944365 13.377312941453363
0.6901675660500981 12.99305024412282 19423.524831295847 13.939103633239007
0.7096842237290404 12.989525897851275 17080.71810185741 14.52216694517637
0.7294736667947712 12.987401865158702 15040.12116604911 15.127340243697645
0.7495308682645 12.98655289708375 13258.105647086191 15.75549743208784
0.7698515070155768 12.986807754535278 11700.738096349136 16.407550804479584
0.7904290769890963 12.988058644123418 10336.697176727339 17.08445302829441
0.8112577782151786 12.990208581859198 9142.638272319891 17.78719926639953
0.832331296517089 12.993111807175472 8093.856556755639 18.516829451202607
0.8536452031577656 12.996673447851729 7173.829425785061 19.274430723922517
0.8751883868836408 13.000814460803339 6363.930626342666 20.061140053351252
0.8969565552444015 13.005416916634346 5651.769874805217 20.8781066853912
0.9189389768597207 13.010424027931046 5023.7461547233825 21.726605435258065
0.9411308744475368 13.01570161993933 4469.94468010829 22.607966050545297
0.9635178152810221 13.021208982354194 3981.1861328529794 23.523558078148827
0.9860953248499684 13.02686416794373 3548.7640059352634 24.474817476284823
1.0088523839649743 13.032579287564051 3166.496609715952 25.463250686917018
1.031775561970157 13.038292847538909 2827.735238474776 26.49043902478698
1.0548563352683349 13.043943231187857 2527.372869977078 27.558023042400347
1.0780810666729996 13.049468713000934 2261.1912873344318 28.667668193025253
1.1014410533449042 13.054790510022471 2024.5748248502796 29.82127098862429
1.124920079462588 13.059861896290196 1814.394209950608 31.020758868834253
1.1485064161863874 13.06462510233945 1627.138334847667 32.26816156854474
1.172188198473394 13.069024076805144 1460.7739001128377 33.5656180245511
1.1959495409902896 13.073008453296673 1312.3280593866587 34.915383830939014
1.2197761878417326 13.076511329134187 1179.9589737114047 36.31974003477717
1.2436538149802112 13.079499635260902 1061.914787628393 37.78093189446985
1.2675648952208909 13.08190917246415 956.3492781400737 39.301906757311905
1.2914941068627834 13.083717323403192 862.0045510142075 40.88546748391497
1.3154253242327971 13.084848483939233 777.6783595743083 42.53402859527192
1.3393415984554533 13.085271421871298 702.0723982556962 44.251061201100946
1.3632250265612194 13.084945893711781 634.3796273368612 46.03976519886706
1.387056789316895 13.083825155863977 573.6896426004649 47.90321229621683
1.4108188768362275 13.081868850460028 519.1751062019296 49.845470464756396
1.4344927786584851 13.079033286940218 470.2676850889236 51.869858184757405
