B^{1/4}[MeV], Delta[MeV], m_s[MeV], c[1], Phase_transition[bool] 
353.6163709416944 27.760267936378774 86.03871113651088 0.44286902714722276 0
357.8852617659423 338.46852601482277 96.69755467924386 0.4334204845015003 0
208.06307082423157 483.82040476103816 115.07992582294482 0.20545174501636732 0
386.1041626925616 173.75814764492753 106.06896175977542 0.8653111837660051 0
715.7067309739537 133.7282879112631 118.43851311446024 0.8057190446317196 0
451.86347297207925 508.2207837633505 87.33647837346109 0.8881871074306278 0
870.282104749111 100.43383626439207 86.62170750879173 0.1026916822588766 0
334.95541916309213 5.175602975818228 117.88661129654983 0.6250157360121464 0
452.7106530257022 511.1032248511772 101.37780610656151 0.2131856277370121 0
711.5569909019533 4.333533685604474 90.81053927989055 0.8831416861747176 0
787.5222911099228 384.6018246303772 119.66822416052071 0.883502906797402 0
640.2162738609882 255.01979620498577 103.61421172836981 0.1753132612361421 0
501.5607016717605 245.97083544806324 83.86957200051782 0.4477600045029445 0
193.6219974227803 540.6466828427829 98.10220304993396 0.0722559193824549 0
205.13548033773827 539.5404016070983 103.57200570669441 0.44784802718250183 0
220.83222826044357 476.8635733022445 88.56031093164731 0.5084026466263905 0
535.7051078626411 115.67717416031887 114.57394139192124 0.45714960556591255 0
616.372794800966 87.05769852076173 99.7608059539906 0.17655432033225438 0
551.3686632503707 443.8782458882293 116.42566699271259 0.33067208256129044 0
299.3166916527422 429.4435043625186 111.81484504414985 0.0587570554650948 0
878.7352510641186 24.91175339998721 85.6994855246242 0.4100664916880341 0
490.07647416428836 347.16355022437233 84.66756199262231 0.02403814154441819 0
306.6282602290619 360.2614711680472 114.48892870372767 0.3373317130866078 0
211.78103291786488 165.02466325157886 115.90889557441429 0.0428445042557164 1
511.20685010078506 253.65856929569583 111.00352754487113 0.2320088411261575 0
308.3239259568868 29.01673210629218 116.08011750125594 0.841852369210493 0
155.32350436194014 472.38219139184474 90.82244857325742 0.12501339810940382 0
621.4770666930563 96.49314080035211 82.78771161150465 0.7291207877722088 0
641.7209496608928 46.91356528535241 92.72381202967198 0.3590448759494014 0
737.5704468815537 388.80544126041707 92.13444740369515 0.1507893746087322 0
406.2680285692098 71.7278595402003 101.80559440461633 0.0382207423526949 0
593.3129588029442 248.37518989730134 101.45704399235194 0.312394429008539 0
743.021129835999 209.6780634626142 115.95946742268477 0.19354857833417327 0
852.8348135147928 142.94700247961887 96.02342611232677 0.6914668617744456 0
601.3256690164609 266.3458267174339 118.66513911934837 0.37210060304152415 0
727.9266365104675 151.7814760491288 94.71148523669166 0.6423118272465579 0
391.8678628545604 287.56969180743175 113.70774494757582 0.39548966463844004 0
161.82554715943385 291.4936441104943 118.10974012329217 0.5648523092695388 0
419.0114363438866 185.72247181624513 106.99684373389464 0.6577212195941635 0
514.0986156363845 519.2461939308768 100.52432652002673 0.9982570784151676 0
573.9381079813412 391.6995478730403 97.6703008363848 0.6390007680827908 0
393.6346125553059 525.6138378132447 84.23517115026587 0.6414421857869099 1
385.6271269695862 222.09639020688527 101.38810583909266 0.4431617764808752 0
331.83020994396543 532.3208812050319 101.99749699381083 0.4218370698841536 0
717.0542691817061 352.70239243479045 88.01589346367591 0.7200176686787739 0
